cellID,Crystal ID,ThetaID,PhiID,CrateID,X cm,Y cm,Z cm,R_xy cm,R_3D cm,theta rad,phi rad,theta deg,phi deg,direction_x,direction_y,direction_z,dir_theta,dir_phi,ring_id,corner0_x,corner0_y,corner1_x,corner1_y,corner2_x,corner2_y,corner3_x,corner3_y,corner0_z,corner0_theta,corner0_phi,corner1_theta,corner1_phi,corner2_theta,corner2_phi,corner3_theta,corner3_phi
925,924,11,60,40,-104.42,57.28,211.21,119.1,242.48,0.5134,2.6398,29.42,151.25,-0.45077,0.24706,0.85777,0.5399,2.6402,11.0,-108.6358220503153,56.53259584038428,-106.0640975130162,61.22159295338034,-102.67904445452469,53.43772805133524,-100.24928025994814,57.86759677699682,211.60944444444445,0.5013396933743354,2.6180877636118574,0.5013396933743354,2.661750317933232,0.5254534079262306,2.6180877636118574,0.5254534079262306,2.661750317933232
926,925,11,61,40,-106.83,52.68,211.22,119.12,242.49,0.5135,2.6834,29.42,153.75,-0.46054,0.22713,0.85809,0.5393,2.6834,11.0,-110.97823718457433,51.783270429786185,-108.6358220503153,56.53259584038428,-104.9044571468367,48.92475671999013,-102.67904445452469,53.43772805133524,211.60944444444445,0.5013197396564346,2.661750317933232,0.5013197396564346,2.705109814396162,0.5254328633657624,2.661750317933232,0.5254328633657624,2.705109814396162
927,926,11,62,40,-109.02,47.99,211.22,119.11,242.49,0.5135,2.7269,29.42,156.24,-0.47022,0.20672,0.858,0.5394,2.7274,11.0,-113.15473976386036,46.83674939588612,-110.97823718457433,51.783270429786185,-106.93853334747756,44.30267525638997,-104.9044571468367,48.92475671999013,211.60944444444445,0.5013197396564346,2.705109814396162,0.5013197396564346,2.7489907828026388,0.5254328633657624,2.705109814396162,0.5254328633657624,2.7489907828026388
928,927,11,63,41,-111.01,43.13,211.21,119.09,242.47,0.5134,2.771,29.42,158.77,-0.47976,0.18603,0.85745,0.5405,2.7717,11.0,-113.15473976386036,46.83674939588612,-115.08380328195074,41.87355307543493,-106.93853334747756,44.30267525638997,-108.78686117682116,39.54738657203232,211.60944444444445,0.5013396933743354,2.7489907828026388,0.5013396933743354,2.792772690021822,0.5254534079262306,2.7489907828026388,0.5254534079262306,2.792772690021822
929,928,11,64,41,-112.8,38.25,211.22,119.11,242.48,0.5135,2.8146,29.42,161.27,-0.48655,0.16479,0.85797,0.5395,2.815,11.0,-116.80262053952758,36.80793474373604,-115.08380328195074,41.87355307543493,-108.78686117682116,39.54738657203232,-110.40221407575672,34.784020419633826,211.60944444444445,0.5013197396564346,2.792772690021822,0.5013197396564346,2.836342820206567,0.5254328633657624,2.792772690021822,0.5254328633657624,2.836342820206567
930,929,11,65,41,-114.35,33.31,211.22,119.1,242.48,0.5134,2.8582,29.42,163.76,-0.49336,0.14343,0.85792,0.5396,2.8587,11.0,-116.80262053952758,36.80793474373604,-118.29737248044312,31.67661423232119,-111.8120083012684,29.94414381844645,-110.40221407575672,34.784020419633826,211.60944444444445,0.5013197396564346,2.836342820206567,0.5013197396564346,2.879942260463042,0.5254328633657623,2.836342820206567,0.5254328633657623,2.879942260463042
931,930,11,66,41,-115.69,28.29,211.21,119.1,242.48,0.5134,2.9017,29.42,166.26,-0.49931,0.12223,0.85776,0.5399,2.9015,11.0,-119.56608530356928,26.48825155006638,-118.29737248044312,31.67661423232119,-111.8120083012684,29.94414381844645,-113.0121808860968,25.03645184028389,211.60944444444445,0.5013396933743354,2.879942260463042,0.5013396933743354,2.9235767141719284,0.5254534079262306,2.879942260463042,0.5254534079262306,2.9235767141719284
932,931,11,67,41,-116.82,23.23,211.22,119.11,242.49,0.5135,2.9453,29.42,168.76,-0.50379,0.10042,0.85797,0.5395,2.9448,11.0,-119.56608530356928,26.48825155006638,-120.6058658287721,21.257971509347453,-113.99543879035674,20.09021862441398,-113.0121808860968,25.03645184028389,211.60944444444445,0.5013197396564346,2.9235767141719284,0.5013197396564346,2.967135898598019,0.5254328633657624,2.9235767141719284,0.5254328633657624,2.967135898598019
933,932,11,68,41,-117.72,18.1,211.22,119.1,242.48,0.5134,2.989,29.42,171.26,-0.50798,0.07762,0.85787,0.5397,2.99,11.0,-120.6058658287721,21.257971509347453,-121.41528257878916,16.00016816514071,-113.99543879035674,20.09021862441398,-114.76231559880154,15.105888513549772,211.60944444444445,0.5013197396564346,2.967135898598019,0.5013197396564346,3.010642279053014,0.5254328633657624,2.967135898598019,0.5254328633657624,3.010642279053014
934,933,11,69,41,-118.39,12.96,211.21,119.1,242.48,0.5134,3.0325,29.42,173.75,-0.511,0.05575,0.85777,0.5399,3.0329,11.0,-121.41528257878916,16.00016816514071,-122.00018990370536,10.659732100753027,-115.31290913894568,10.075213908199297,-114.76231559880154,15.105888513549772,211.60944444444445,0.5013396933743355,3.010642279053014,0.5013396933743355,3.05444021488493,0.5254534079262306,3.010642279053014,0.5254534079262306,3.05444021488493
935,934,11,70,41,-118.86,7.79,211.22,119.12,242.49,0.5135,3.0761,29.42,176.25,-0.5124,0.0336,0.85809,0.5393,3.0761,11.0,-122.34712857262234,5.371811150274995,-122.00018990370536,10.659732100753027,-115.31290913894568,10.075213908199297,-115.64144611455414,5.062893433343243,211.60944444444445,0.5013197396564346,3.05444021488493,0.5013197396564346,3.097777079028166,0.5254328633657623,3.05444021488493,0.5254328633657623,3.097777079028166
936,935,11,71,41,-119.08,2.62,211.22,119.11,242.49,0.5135,3.1196,29.42,178.74,-0.51354,0.01104,0.858,0.5394,3.1201,11.0,-122.46499559195266,-0.0328582259631294,-122.34712857262234,5.371811150274995,-115.7522199769602,-0.0227988625232249,-115.64144611455414,5.062893433343243,211.60944444444445,0.5013197396564346,-3.1413600187331983,0.5013197396564346,3.097777079028166,0.5254328633657623,-3.1413600187331983,0.5254328633657623,3.097777079028166
937,936,11,72,41,-119.06,-2.64,211.21,119.09,242.47,0.5134,-3.1194,29.42,-178.73,-0.51443,-0.01173,0.85745,0.5405,-3.1188,11.0,-122.46499559195266,-0.0328582259631294,-122.34760425181813,-5.360966222659249,-115.7522199769602,-0.0227988625232249,-115.63983629688416,-5.099530430593826,211.60944444444445,0.5013396933743354,-3.1413600187331983,0.5013396933743354,-3.097522817325254,0.5254534079262306,-3.1413600187331983,0.5254534079262306,-3.097522817325254
938,937,11,73,41,-118.85,-7.83,211.22,119.11,242.48,0.5135,-3.0758,29.42,-176.23,-0.51257,-0.03395,0.85797,0.5395,-3.0755,11.0,-121.9957020098992,-10.710971763191242,-122.34760425181813,-5.360966222659249,-115.63983629688416,-5.099530430593826,-115.30939081600982,-10.11540108070003,211.60944444444445,0.5013197396564346,-3.0976629904330584,0.5013197396564346,-3.0540192685077603,0.5254328633657623,-3.0976629904330584,0.5254328633657623,-3.0540192685077603
939,938,11,74,41,-118.39,-12.99,211.22,119.1,242.48,0.5134,-3.0323,29.42,-173.74,-0.5107,-0.05629,0.85792,0.5396,-3.0318,11.0,-121.4149425543486,-16.002748186615648,-121.9957020098992,-10.710971763191242,-115.30939081600982,-10.11540108070003,-114.75987003856342,-15.12445629154155,211.60944444444445,0.5013197396564346,-3.0540559573749535,0.5013197396564346,-3.010545878260352,0.5254328633657624,-3.0540559573749535,0.5254328633657624,-3.010545878260352
940,939,11,75,41,-117.71,-18.13,211.21,119.1,242.48,0.5134,-2.9887,29.42,-171.24,-0.50808,-0.07815,0.85776,0.5399,-2.989,11.0,-120.6000888467858,-21.29072086960357,-121.4149425543486,-16.002748186615648,-113.9902278914782,-20.119763781704307,-114.75987003856342,-15.12445629154155,211.60944444444445,0.5013396933743354,-3.010550756727318,0.5013396933743354,-2.966853291244484,0.5254534079262306,-3.010550756727318,0.5254534079262306,-2.966853291244484
941,940,11,76,41,-116.82,-23.25,211.22,119.11,242.48,0.5135,-2.9452,29.42,-168.74,-0.50387,-0.10002,0.85797,0.5395,-2.9456,11.0,-120.6000888467858,-21.29072086960357,-119.56052219181656,-26.513350565708315,-113.00664766778256,-25.061415208889755,-113.9902278914782,-20.119763781704307,211.60944444444445,0.5013197396564346,-2.9668705329976284,0.5013197396564346,-2.9233552724746072,0.5254328633657624,-2.9668705329976284,0.5254328633657624,-2.9233552724746072
942,941,11,77,41,-115.69,-28.32,211.22,119.1,242.48,0.5134,-2.9015,29.42,-166.24,-0.49902,-0.12268,0.85787,0.5397,-2.9005,11.0,-119.56052219181656,-26.513350565708315,-118.28915666430552,-31.70728056215781,-113.00664766778256,-25.061415208889755,-111.80708551269524,-29.96251956260641,211.60944444444445,0.5013197396564346,-2.923361304791367,0.5013197396564346,-2.8797002220429606,0.5254328633657624,-2.923361304791367,0.5254328633657624,-2.8797002220429606
943,942,11,78,41,-114.34,-33.33,211.21,119.1,242.48,0.5134,-2.8579,29.42,-163.75,-0.49344,-0.14405,0.85777,0.5399,-2.8576,11.0,-116.79217790297258,-36.84105597944235,-118.28915666430552,-31.70728056215781,-110.39171852498156,-34.81731509585365,-111.80708551269524,-29.96251956260641,211.60944444444445,0.5013396933743354,-2.879730466224462,0.5013396933743354,-2.836030574327113,0.5254534079262306,-2.879730466224462,0.5254534079262306,-2.836030574327113
944,943,11,79,41,-112.79,-38.29,211.22,119.12,242.49,0.5135,-2.8143,29.42,-161.25,-0.48625,-0.16505,0.85809,0.5393,-2.8144,11.0,-115.08784169197467,-41.86245238495916,-116.79217790297258,-36.84105597944235,-110.39171852498156,-34.81731509585365,-108.77494252680256,-39.580156994048366,211.60944444444445,0.5013197396564346,-2.8360502356898944,0.5013197396564346,-2.7926135399828715,0.5254328633657624,-2.8360502356898944,0.5254328633657624,-2.7926135399828715
945,944,11,80,41,-111.02,-43.15,211.22,119.11,242.49,0.5135,-2.7709,29.42,-158.76,-0.47867,-0.18632,0.858,0.5394,-2.7704,11.0,-113.12831164521792,-46.90054721751599,-115.08784169197467,-41.86245238495916,-106.9349610134357,-44.31129723262121,-108.77494252680256,-39.580156994048366,211.60944444444445,0.5013197396564346,-2.7926702920970343,0.5013197396564346,-2.7485822581246997,0.5254328633657623,-2.7926702920970343,0.5254328633657623,-2.7485822581246997
946,945,11,81,42,-108.99,-48.0,211.21,119.09,242.47,0.5134,-2.7267,29.42,-156.23,-0.47078,-0.2077,0.85745,0.5405,-2.7261,11.0,-113.12831164521792,-46.90054721751599,-110.98554618853484,-51.76760340437447,-106.9349610134357,-44.31129723262121,-104.8881640948158,-48.95967710475336,211.60944444444445,0.5013396933743354,-2.7486685312347814,0.5013396933743354,-2.704872589719766,0.5254534079262306,-2.7486685312347814,0.5254534079262306,-2.704872589719766
947,946,11,82,42,-106.81,-52.71,211.22,119.11,242.48,0.5135,-2.6831,29.42,-153.73,-0.46056,-0.22752,0.85797,0.5395,-2.6828,11.0,-108.6128466528371,-56.576724604445694,-110.98554618853484,-51.76760340437447,-102.66128673207568,-53.47183516485349,-104.8881640948158,-48.95967710475336,211.60944444444445,0.5013197396564346,-2.7050139461782603,0.5013197396564346,-2.661363063982056,0.5254328633657624,-2.7050139461782603,0.5254328633657624,-2.661363063982056
948,947,11,83,42,-104.41,-57.31,211.22,119.1,242.48,0.5134,-2.6396,29.42,-151.24,-0.45028,-0.24744,0.85792,0.5396,-2.6391,11.0,-106.04351833575517,-61.25723176878267,-108.6128466528371,-56.576724604445694,-102.66128673207568,-53.47183516485349,-100.23926561584348,-57.884942585953205,211.60944444444445,0.5013197396564346,-2.661381091935751,0.5013197396564346,-2.617760670873883,0.5254328633657624,-2.661381091935751,0.5254328633657624,-2.617760670873883
949,948,11,84,42,-101.81,-61.8,211.21,119.1,242.48,0.5134,-2.596,29.42,-148.74,-0.4395,-0.26664,0.85776,0.5399,-2.5963,11.0,-103.27616854842717,-65.81572179165754,-106.04351833575517,-61.25723176878267,-100.23926561584348,-57.884942585953205,-97.61481069753516,-62.20872673401294,211.60944444444445,0.5013396933743354,-2.617833223580209,0.5013396933743354,-2.5742059332401745,0.5254534079262306,-2.617833223580209,0.5254534079262306,-2.5742059332401745
950,949,11,85,42,-99.03,-66.18,211.22,119.11,242.48,0.5135,-2.5525,29.42,-146.24,-0.42724,-0.28523,0.85797,0.5395,-2.5529,11.0,-103.27616854842717,-65.81572179165754,-100.30809766158043,-70.25640019610204,-94.81341042864804,-66.40025717022077,-97.61481069753516,-62.20872673401294,211.60944444444445,0.5013197396564346,-2.5742090979660652,0.5013197396564346,-2.530594212834405,0.5254328633657623,-2.5742090979660652,0.5254328633657623,-2.530594212834405
951,950,11,86,42,-96.04,-70.44,211.22,119.1,242.48,0.5134,-2.5088,29.42,-143.74,-0.41408,-0.30431,0.85787,0.5397,-2.5078,11.0,-100.30809766158043,-70.25640019610204,-97.14960266756223,-74.56293265782125,-94.81341042864804,-66.40025717022077,-91.82968817634573,-70.46903801541377,211.60944444444445,0.5013197396564346,-2.53062121085459,0.5013197396564346,-2.4869813294927474,0.5254328633657624,-2.53062121085459,0.5254328633657624,-2.4869813294927474
952,951,11,87,42,-92.88,-74.55,211.21,119.1,242.48,0.5134,-2.4652,29.42,-141.25,-0.40075,-0.32192,0.85777,0.5399,-2.4649,11.0,-93.80853401708508,-78.72506062598741,-97.14960266756223,-74.56293265782125,-88.66238412193873,-74.41477401159332,-91.82968817634573,-70.46903801541377,211.60944444444445,0.5013396933743354,-2.487018428882699,0.5013396933743354,-2.4433405044892047,0.5254534079262306,-2.487018428882699,0.5254534079262306,-2.4433405044892047
953,952,11,88,42,-89.56,-78.54,211.22,119.12,242.49,0.5135,-2.4216,29.42,-138.75,-0.38608,-0.33856,0.85809,0.5393,-2.4217,11.0,-90.31093253344406,-82.7140356284211,-93.80853401708508,-78.72506062598741,-88.66238412193873,-74.41477401159332,-85.35347733663336,-78.18798408916507,211.60944444444445,0.5013197396564346,-2.4433683443769363,0.5013197396564346,-2.3999810213122115,0.5254328633657624,-2.4433683443769363,0.5254328633657624,-2.3999810213122115
954,953,11,89,42,-86.05,-82.35,211.22,119.11,242.49,0.5135,-2.3782,29.42,-136.26,-0.37093,-0.35532,0.858,0.5394,-2.3777,11.0,-86.57347443541825,-86.618183709773,-90.31093253344406,-82.7140356284211,-81.83641130659285,-81.86194924286178,-85.35347733663336,-78.18798408916507,211.60944444444445,0.5013197396564346,-2.400026846213759,0.5013197396564346,-2.3559363410768484,0.5254328633657624,-2.400026846213759,0.5254328633657624,-2.3559363410768484
955,954,11,90,42,-82.33,-86.06,211.21,119.09,242.47,0.5134,-2.334,29.42,-133.73,-0.35546,-0.37205,0.85745,0.5405,-2.3334,11.0,-86.57347443541825,-86.618183709773,-82.72922473250578,-90.29701877780104,-81.83641130659285,-81.86194924286178,-78.1722869848813,-85.36785400217154,211.60944444444445,0.5013396933743354,-2.355987412605195,0.5013396933743354,-2.312224067532781,0.5254534079262306,-2.355987412605195,0.5254534079262306,-2.312224067532781
956,955,11,91,42,-78.51,-89.57,211.22,119.11,242.48,0.5135,-2.2905,29.42,-131.23,-0.33844,-0.38645,0.85797,0.5395,-2.2901,11.0,-78.70628256392966,-93.82428955215627,-82.72922473250578,-90.29701877780104,-74.38666375379941,-88.68596960603126,-78.1722869848813,-85.36785400217154,211.60944444444445,0.5013197396564346,-2.3123542882645634,0.5013197396564346,-2.2687314697663883,0.5254328633657624,-2.3123542882645634,0.5254328633657624,-2.2687314697663883
957,956,11,92,42,-74.53,-92.9,211.22,119.1,242.48,0.5134,-2.2469,29.42,-128.74,-0.32131,-0.40092,0.85792,0.5396,-2.2464,11.0,-78.70628256392966,-93.82428955215627,-74.53728509419274,-97.16928195570364,-74.38666375379941,-88.68596960603126,-70.44903172808772,-91.84503730718176,211.60944444444445,0.5013197396564346,-2.2687620541742683,0.5013197396564346,-2.2251156073629126,0.5254328633657624,-2.2687620541742683,0.5254328633657624,-2.2251156073629126
958,957,11,93,42,-70.41,-96.06,211.21,119.1,242.48,0.5134,-2.2033,29.42,-126.24,-0.304,-0.41453,0.85776,0.5399,-2.2036,11.0,-74.53728509419274,-97.16928195570364,-70.22859798319718,-100.32756475821826,-66.37830964198542,-94.82877705873582,-70.44903172808772,-91.84503730718176,211.60944444444445,0.5013396933743354,-2.2251296421436133,0.5013396933743354,-2.181509309002252,0.5254534079262306,-2.2251296421436133,0.5254534079262306,-2.181509309002252
959,958,11,94,42,-66.17,-99.04,211.22,119.11,242.49,0.5135,-2.1598,29.42,-123.74,-0.28557,-0.42701,0.85797,0.5395,-2.1602,11.0,-70.22859798319718,-100.32756475821826,-65.79042330431217,-103.29228638402492,-62.1898425273779,-97.62684280361964,-66.37830964198542,-94.82877705873582,211.60944444444445,0.5013197396564346,-2.181513467633385,0.5013197396564346,-2.1379317772227373,0.5254328633657624,-2.181513467633385,0.5254328633657624,-2.1379317772227373
960,959,11,95,42,-61.78,-101.83,211.22,119.1,242.48,0.5134,-2.1161,29.42,-121.24,-0.26611,-0.43961,0.85787,0.5397,-2.1151,11.0,-65.79042330431217,-103.29228638402492,-61.239104498146105,-106.0539876914826,-62.1898425273779,-97.62684280361964,-57.873673597942656,-100.24577224831734,211.60944444444445,0.5013197396564346,-2.1379606899615107,0.5013197396564346,-2.094370786851275,0.5254328633657624,-2.1379606899615107,0.5254328633657624,-2.094370786851275
961,960,11,96,42,-57.28,-104.42,211.21,119.1,242.48,0.5134,-2.0725,29.42,-118.75,-0.24706,-0.45077,0.85777,0.5399,-2.0722,11.0,-61.239104498146105,-106.0539876914826,-56.53259584038428,-108.6358220503153,-53.43772805133524,-102.67904445452469,-57.873673597942656,-100.24577224831734,211.60944444444445,0.5013396933743354,-2.094414081496722,0.5013396933743354,-2.05061966522772,0.5254534079262306,-2.094414081496722,0.5254534079262306,-2.05061966522772
962,961,11,97,42,-52.68,-106.83,211.22,119.12,242.49,0.5135,-2.029,29.42,-116.25,-0.22713,-0.46054,0.85809,0.5393,-2.029,11.0,-51.783270429786185,-110.97823718457433,-56.53259584038428,-108.6358220503153,-48.92475671999013,-104.9044571468367,-53.43772805133524,-102.67904445452469,211.60944444444445,0.5013197396564346,-2.0506386624514574,0.5013197396564346,-2.0071834868265137,0.5254328633657624,-2.0506386624514574,0.5254328633657624,-2.0071834868265137
963,962,11,98,42,-47.99,-109.02,211.22,119.11,242.49,0.5135,-1.9855,29.42,-113.76,-0.20672,-0.47022,0.858,0.5394,-1.985,11.0,-46.83674939588612,-113.15473976386036,-51.783270429786185,-110.97823718457433,-44.27467398945612,-106.95012946467196,-48.92475671999013,-104.9044571468367,211.60944444444445,0.5013197396564346,-2.0072791659885274,0.5013197396564346,-1.9632428460037517,0.5254328633657624,-2.0072791659885274,0.5254328633657624,-1.9632428460037517
964,963,11,99,43,-43.13,-111.01,211.21,119.09,242.47,0.5134,-1.9413,29.42,-111.23,-0.18603,-0.47976,0.85745,0.5405,-1.9407,11.0,-46.83674939588612,-113.15473976386036,-41.87355307543493,-115.08380328195074,-44.27467398945612,-106.95012946467196,-39.54738657203232,-108.78686117682116,211.60944444444445,0.5013396933743354,-1.9632672824301878,0.5013396933743354,-1.9194741887922957,0.5254534079262306,-1.9632672824301878,0.5254534079262306,-1.9194741887922957
965,964,11,100,43,-38.25,-112.8,211.22,119.11,242.48,0.5135,-1.8977,29.42,-108.73,-0.16479,-0.48655,0.85797,0.5395,-1.8974,11.0,-36.80793474373604,-116.80262053952758,-41.87355307543493,-115.08380328195074,-39.54738657203232,-108.78686117682116,-34.784020419633826,-110.40221407575672,211.60944444444445,0.5013197396564346,-1.919616290362868,0.5013197396564346,-1.8760174928347093,0.5254328633657624,-1.919616290362868,0.5254328633657624,-1.8760174928347093
966,965,11,101,43,-33.31,-114.35,211.22,119.1,242.48,0.5134,-1.8542,29.42,-106.24,-0.14343,-0.49336,0.85792,0.5396,-1.8537,11.0,-36.80793474373604,-116.80262053952758,-31.67661423232119,-118.29737248044312,-34.784020419633826,-110.40221407575672,-29.948236166094365,-111.81091225780494,211.60944444444445,0.5013197396564346,-1.8760461601781233,0.5013197396564346,-1.8324295184790396,0.5254328633657623,-1.8760461601781233,0.5254328633657623,-1.8324295184790396
967,966,11,102,43,-28.29,-115.69,211.21,119.1,242.48,0.5134,-1.8106,29.42,-103.74,-0.12223,-0.49931,0.85776,0.5399,-1.8109,11.0,-26.48825155006638,-119.56608530356928,-31.67661423232119,-118.29737248044312,-29.948236166094365,-111.81091225780494,-25.036451840283892,-113.0121808860968,211.60944444444445,0.5013396933743354,-1.832465020137195,0.5013396933743354,-1.788811720877607,0.5254534079262306,-1.832465020137195,0.5254534079262306,-1.788811720877607
968,967,11,103,43,-23.23,-116.82,211.22,119.11,242.49,0.5135,-1.767,29.42,-101.24,-0.10042,-0.50379,0.85797,0.5395,-1.7675,11.0,-26.48825155006638,-119.56608530356928,-21.25797150934745,-120.6058658287721,-20.09021862441398,-113.99543879035674,-25.036451840283892,-113.0121808860968,211.60944444444445,0.5013197396564346,-1.7888122662127617,0.5013197396564346,-1.7452420212952262,0.5254328633657624,-1.7888122662127617,0.5254328633657624,-1.7452420212952262
969,968,11,104,43,-18.1,-117.72,211.22,119.1,242.48,0.5134,-1.7234,29.42,-98.74,-0.07762,-0.50798,0.85787,0.5397,-1.7224,11.0,-21.25797150934745,-120.6058658287721,-15.968545319374686,-121.41944566412366,-20.09021862441398,-113.99543879035674,-15.101542910303332,-114.76288751643968,211.60944444444445,0.5013197396564346,-1.7452530817866707,0.5013197396564346,-1.7015614050610377,0.5254328633657624,-1.7452530817866707,0.5254328633657624,-1.7015614050610377
970,969,11,105,43,-12.96,-118.39,211.21,119.1,242.48,0.5134,-1.6798,29.42,-96.25,-0.05575,-0.511,0.85777,0.5399,-1.6795,11.0,-10.659732100753027,-122.00018990370536,-15.968545319374686,-121.41944566412366,-10.0752139081993,-115.31290913894568,-15.101542910303332,-114.76288751643968,211.60944444444445,0.5013396933743354,-1.7015975445842706,0.5013396933743354,-1.6579478234208849,0.5254534079262306,-1.7015975445842706,0.5254534079262306,-1.6579478234208849
971,970,11,106,43,-7.79,-118.86,211.22,119.12,242.49,0.5135,-1.6363,29.42,-93.75,-0.0336,-0.5124,0.85809,0.5393,-1.6363,11.0,-5.371811150274994,-122.34712857262234,-10.659732100753027,-122.00018990370536,-10.0752139081993,-115.31290913894568,-5.062893433343243,-115.64144611455414,211.60944444444445,0.5013197396564346,-1.65794876549976,0.5013197396564346,-1.614549345402926,0.5254328633657623,-1.65794876549976,0.5254328633657623,-1.614549345402926
972,971,11,107,43,-2.62,-119.08,211.22,119.11,242.49,0.5135,-1.5928,29.42,-91.26,-0.01104,-0.51354,0.858,0.5394,-1.5923,11.0,0.0328582259631303,-122.46499559195266,-5.371811150274994,-122.34712857262234,0.0227988625232253,-115.7522199769602,-5.062893433343243,-115.64144611455414,211.60944444444445,0.5013197396564346,-1.6146119013565237,0.5013197396564346,-1.5705280197164877,0.5254328633657623,-1.6146119013565237,0.5254328633657623,-1.5705280197164877
973,972,11,108,43,2.64,-119.06,211.21,119.09,242.47,0.5134,-1.5487,29.42,-88.73,0.01173,-0.51443,0.85745,0.5405,-1.548,11.0,0.0328582259631303,-122.46499559195266,5.360966222659249,-122.34760425181813,0.0227988625232253,-115.7522199769602,5.099530430593826,-115.63983629688416,211.60944444444445,0.5013396933743354,-1.5705636919383017,0.5013396933743354,-1.526726490530357,0.5254534079262306,-1.5705636919383017,0.5254534079262306,-1.526726490530357
974,973,11,109,43,7.83,-118.85,211.22,119.11,242.48,0.5135,-1.5051,29.42,-86.23,0.03395,-0.51257,0.85797,0.5395,-1.5047,11.0,10.710971763191242,-121.9957020098992,5.360966222659249,-122.34760425181813,5.099530430593826,-115.63983629688416,10.11540108070003,-115.30939081600982,211.60944444444445,0.5013197396564346,-1.5268666636381616,0.5013197396564346,-1.4832229417128635,0.5254328633657623,-1.5268666636381616,0.5254328633657623,-1.4832229417128635
975,974,11,110,43,12.99,-118.39,211.22,119.1,242.48,0.5134,-1.4615,29.42,-83.74,0.05629,-0.5107,0.85792,0.5396,-1.461,11.0,16.002748186615648,-121.4149425543486,10.710971763191242,-121.9957020098992,10.11540108070003,-115.30939081600982,15.120196465544124,-114.76043136998948,211.60944444444445,0.5013197396564346,-1.4832596305800565,0.5013197396564346,-1.4397495514654548,0.5254328633657624,-1.4832596305800565,0.5254328633657624,-1.4397495514654548
976,975,11,111,43,18.13,-117.71,211.21,119.1,242.48,0.5134,-1.4179,29.42,-81.24,0.07815,-0.50808,0.85776,0.5399,-1.4182,11.0,21.29072086960357,-120.6000888467858,16.002748186615648,-121.4149425543486,20.119763781704307,-113.9902278914782,15.120196465544124,-114.76043136998948,211.60944444444445,0.5013396933743354,-1.4397729896239637,0.5013396933743354,-1.3960569644495875,0.5254534079262306,-1.4397729896239637,0.5254534079262306,-1.3960569644495875
977,976,11,112,43,23.25,-116.82,211.22,119.11,242.48,0.5135,-1.3744,29.42,-78.74,0.10002,-0.50387,0.85797,0.5395,-1.3748,11.0,21.29072086960357,-120.6000888467858,26.513350565708315,-119.56052219181656,25.061415208889755,-113.00664766778256,20.119763781704307,-113.9902278914782,211.60944444444445,0.5013197396564346,-1.3960742062027318,0.5013197396564346,-1.3525589456797107,0.5254328633657624,-1.3960742062027318,0.5254328633657624,-1.3525589456797107
978,977,11,113,43,28.32,-115.69,211.22,119.1,242.48,0.5134,-1.3307,29.42,-76.24,0.12268,-0.49902,0.85787,0.5397,-1.3297,11.0,26.513350565708315,-119.56052219181656,31.694073531148824,-118.29269600445386,25.061415208889755,-113.00664766778256,29.96251956260641,-111.80708551269524,211.60944444444445,0.5013197396564346,-1.3525649779964708,0.5013197396564346,-1.3089643836110676,0.5254328633657624,-1.3525649779964708,0.5254328633657624,-1.3089643836110676
979,978,11,114,43,33.33,-114.34,211.21,119.1,242.48,0.5134,-1.2871,29.42,-73.75,0.14405,-0.49344,0.85777,0.5399,-1.2868,11.0,36.84105597944235,-116.79217790297258,31.694073531148824,-118.29269600445386,34.81731509585365,-110.39171852498156,29.96251956260641,-111.80708551269524,211.60944444444445,0.5013396933743354,-1.3089899637916051,0.5013396933743354,-1.265234247532217,0.5254534079262306,-1.3089899637916051,0.5254534079262306,-1.265234247532217
980,979,11,115,43,38.29,-112.79,211.22,119.12,242.49,0.5135,-1.2436,29.42,-71.25,0.16505,-0.48625,0.85809,0.5393,-1.2436,11.0,41.86245238495916,-115.08784169197467,36.84105597944235,-116.79217790297258,34.81731509585365,-110.39171852498156,39.580156994048366,-108.77494252680256,211.60944444444445,0.5013197396564346,-1.265253908894998,0.5013197396564346,-1.221817213187975,0.5254328633657624,-1.265253908894998,0.5254328633657624,-1.221817213187975
981,980,11,116,43,43.15,-111.02,211.22,119.11,242.49,0.5135,-1.2001,29.42,-68.76,0.18632,-0.47867,0.858,0.5394,-1.1996,11.0,46.90054721751599,-113.12831164521792,41.86245238495916,-115.08784169197467,44.29128748432362,-106.94325038245152,39.580156994048366,-108.77494252680256,211.60944444444445,0.5013197396564346,-1.2218739653021378,0.5013197396564346,-1.1777859313298027,0.5254328633657623,-1.2218739653021378,0.5254328633657623,-1.1777859313298027
982,981,11,117,44,48.0,-108.99,211.21,119.09,242.47,0.5134,-1.156,29.42,-66.23,0.2077,-0.47078,0.85745,0.5405,-1.1553,11.0,46.90054721751599,-113.12831164521792,51.76760340437447,-110.98554618853484,44.29128748432362,-106.94325038245152,48.95967710475336,-104.8881640948158,211.60944444444445,0.5013396933743354,-1.1779657611799967,0.5013396933743354,-1.1340762629248693,0.5254534079262306,-1.1779657611799967,0.5254534079262306,-1.1340762629248693
